session_id,label,flex1,flex2,flex3,flex4,flex5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
gesture1,Hello,0,0,0,0,0,10904,2524,10128,4775,12881,10305
gesture1,Hello,0,0,0,0,0,10728,2460,10596,4864,12849,10216
gesture1,Hello,0,0,0,0,0,10484,2188,11044,4930,12939,9999
gesture1,Hello,0,0,0,0,0,10264,1992,11444,4940,13001,9689
gesture1,Hello,0,0,0,0,0,9920,1676,11876,4846,13070,9435
gesture1,Hello,0,0,0,0,0,9524,1524,12356,4548,12955,9157
gesture1,Hello,0,0,0,0,0,9164,1468,12824,4271,12742,8837
gesture1,Hello,0,0,0,0,0,8872,1180,13116,4042,12524,8386
gesture1,Hello,0,0,0,0,0,8728,928,13920,3939,12179,7828
gesture1,Hello,0,0,0,0,0,8488,644,14616,3872,12124,7228
gesture1,Hello,0,0,0,0,0,8108,496,15472,3772,11593,6707
gesture1,Hello,0,0,0,0,0,7552,236,16284,3454,10930,6191
gesture1,Hello,0,0,0,0,0,7040,136,17308,2935,10079,5659
gesture1,Hello,0,0,0,0,0,6636,84,18124,2197,8993,5032
gesture1,Hello,0,0,0,0,0,6148,-64,18916,1197,7694,4289
gesture1,Hello,0,0,0,0,0,5776,-16,19600,58,6205,3350
gesture1,Hello,0,0,0,0,0,5372,-144,20124,-959,4564,2292
gesture1,Hello,0,0,0,0,0,5304,-504,20600,-1808,3001,1217
gesture1,Hello,0,0,0,0,0,5400,-968,20632,-2263,1390,236
gesture1,Hello,0,0,0,0,0,5520,-1396,20756,-2349,-220,-720
gesture1,Hello,0,0,0,0,0,5580,-1628,20548,-2116,-1765,-1502
gesture1,Hello,0,0,0,0,0,5664,-1832,20312,-1622,-3289,-2242
gesture1,Hello,0,0,0,0,0,5864,-1596,20152,-1198,-4811,-2912
gesture1,Hello,0,0,0,0,0,6364,-1096,19804,-899,-6241,-3578
gesture1,Hello,0,0,0,0,0,6832,-656,19364,-863,-7535,-4306
gesture1,Hello,0,0,0,0,0,7208,56,18836,-1040,-8657,-4885
gesture1,Hello,0,0,0,0,0,7436,692,18160,-1477,-9643,-5462
gesture1,Hello,0,0,0,0,0,7940,1004,17544,-1869,-10569,-6025
gesture1,Hello,0,0,0,0,0,8404,1316,16712,-2397,-11325,-6439
gesture1,Hello,0,0,0,0,0,8804,1456,16228,-2930,-11908,-6664
gesture1,Hello,0,0,0,0,0,9296,1680,15608,-3478,-12359,-6782
gesture1,Hello,0,0,0,0,0,9372,1936,15032,-4055,-12684,-6818
gesture1,Hello,0,0,0,0,0,9552,2056,14372,-4667,-12857,-6795
gesture1,Hello,0,0,0,0,0,9592,2212,13680,-5220,-13066,-6937
gesture1,Hello,0,0,0,0,0,9812,2272,12956,-5775,-13143,-7012
gesture1,Hello,0,0,0,0,0,10176,2316,12208,-6251,-13113,-7084
gesture1,Hello,0,0,0,0,0,10696,2128,11632,-6688,-13081,-7257
gesture1,Hello,0,0,0,0,0,11264,2036,11176,-6964,-12950,-7511
gesture1,Hello,0,0,0,0,0,11672,1800,10588,-6973,-12765,-7777
gesture1,Hello,0,0,0,0,0,11784,1512,10248,-6851,-12499,-7957
gesture1,Hello,0,0,0,0,0,11916,1416,9940,-6647,-12264,-8060
gesture1,Hello,0,0,0,0,0,11612,1516,9408,-6439,-12045,-8070
gesture1,Hello,0,0,0,0,0,11896,1656,9048,-6356,-11893,-8173
gesture1,Hello,0,0,0,0,0,12124,1856,8516,-6283,-11744,-8375
gesture1,Hello,0,0,0,0,0,12628,2000,8144,-6022,-11630,-8639
gesture1,Hello,0,0,0,0,0,12896,2064,7836,-5570,-11390,-8948
gesture1,Hello,0,0,0,0,0,13216,1984,7468,-5026,-11094,-9148
gesture1,Hello,0,0,0,0,0,13556,2152,7332,-4494,-10821,-9151
gesture1,Hello,0,0,0,0,0,13720,2472,7012,-4123,-10615,-9016
gesture1,Hello,0,0,0,0,0,14000,2756,6628,-3772,-10425,-8878
gesture1,Hello,0,0,0,0,0,14384,3292,6448,-3413,-10253,-8753
gesture1,Hello,0,0,0,0,0,14620,3748,6020,-3054,-10041,-8695
gesture1,Hello,0,0,0,0,0,14976,4060,5392,-2661,-9702,-8648
gesture1,Hello,0,0,0,0,0,15648,4068,4996,-2188,-9329,-8567
gesture1,Hello,0,0,0,0,0,16384,4232,4716,-1694,-8775,-8278
gesture1,Hello,0,0,0,0,0,17152,4384,4476,-1136,-8076,-7766
gesture1,Hello,0,0,0,0,0,18248,4576,4448,-686,-7193,-7041
gesture1,Hello,0,0,0,0,0,18820,4996,4136,-262,-6255,-6181
gesture1,Hello,0,0,0,0,0,18936,5324,4120,107,-5277,-5353
gesture1,Hello,0,0,0,0,0,19036,5968,3872,388,-4404,-4512
gesture1,Hello,0,0,0,0,0,19192,6260,3644,544,-3486,-3617
gesture1,Hello,0,0,0,0,0,19540,6756,3456,607,-2560,-2764
gesture1,Hello,0,0,0,0,0,19884,6868,3036,634,-1557,-1868
gesture1,Hello,0,0,0,0,0,20160,6964,2836,790,-469,-931
gesture1,Hello,0,0,0,0,0,19976,6868,2764,981,740,54
gesture1,Hello,0,0,0,0,0,19840,6848,2784,1312,1976,1135
gesture1,Hello,0,0,0,0,0,19364,6928,2996,1615,3162,2267
gesture1,Hello,0,0,0,0,0,18900,6928,3240,1796,4322,3431
gesture1,Hello,0,0,0,0,0,18708,6828,3592,1728,5364,4465
gesture1,Hello,0,0,0,0,0,18308,6688,3968,1371,6331,5364
gesture1,Hello,0,0,0,0,0,17716,6496,4220,958,7233,6083
gesture1,Hello,0,0,0,0,0,17336,5892,4504,588,7963,6511
gesture1,Hello,0,0,0,0,0,16920,5472,5020,343,8607,6876
gesture1,Hello,0,0,0,0,0,16424,4784,5292,337,9147,7242
gesture1,Hello,0,0,0,0,0,16036,4400,5836,579,9562,7580
gesture1,Hello,0,0,0,0,0,15404,3916,6364,919,9868,7959
gesture1,Hello,0,0,0,0,0,14968,3608,6712,1361,10028,8314
gesture1,Hello,0,0,0,0,0,14668,3500,6868,1807,10161,8628
gesture1,Hello,0,0,0,0,0,14340,3244,7364,2299,10293,8908
gesture1,Hello,0,0,0,0,0,13996,3176,7544,2679,10382,9094
gesture1,Hello,0,0,0,0,0,13684,3148,8044,2976,10439,9178
gesture1,Hello,0,0,0,0,0,13536,3240,8468,3277,10508,9258
gesture1,Hello,0,0,0,0,0,13180,3240,8936,3404,10553,9342
gesture1,Hello,0,0,0,0,0,12912,3024,9360,3424,10655,9412
gesture1,Hello,0,0,0,0,0,12592,3040,9348,3297,10707,9519
gesture1,Hello,0,0,0,0,0,12192,2808,9780,3105,10780,9520
gesture1,Hello,0,0,0,0,0,11956,2756,10152,2817,10863,9431
gesture1,Hello,0,0,0,0,0,11984,2376,9948,2706,10888,9265
gesture1,Hello,0,0,0,0,0,11812,2128,10300,2805,10971,9038
gesture1,Hello,0,0,0,0,0,11648,1816,10496,3076,11073,8786
gesture1,Hello,0,0,0,0,0,11284,1612,10952,3439,11146,8557
gesture1,Hello,0,0,0,0,0,10996,1464,11232,3728,11253,8437
gesture1,Hello,0,0,0,0,0,10684,1276,11464,3888,11422,8298
gesture1,Hello,0,0,0,0,0,10392,1288,11752,3855,11509,8167
gesture1,Hello,0,0,0,0,0,10208,1204,12080,3733,11570,7965
gesture1,Hello,0,0,0,0,0,10016,1296,12408,3543,11642,7652
gesture1,Hello,0,0,0,0,0,9716,1396,12724,3272,11658,7269
gesture1,Hello,0,0,0,0,0,9348,1084,13284,2955,11749,6848
gesture1,Hello,0,0,0,0,0,8932,968,13740,2753,11749,6443
gesture1,Hello,0,0,0,0,0,8920,780,14080,2552,11575,6049
gesture1,Hello,0,0,0,0,0,8572,488,14584,2422,11434,5644
gesture1,Hello,0,0,0,0,0,8512,184,14924,2217,11301,5197
gesture1,Hello,0,0,0,0,0,8116,16,15532,1899,11042,4795
gesture1,Hello,0,0,0,0,0,7712,-24,16140,1490,10616,4361
gesture1,Hello,0,0,0,0,0,7276,-116,16852,996,10038,3867
gesture1,Hello,0,0,0,0,0,7040,-40,17512,568,9390,3312
gesture1,Hello,0,0,0,0,0,6764,-276,18032,146,8624,2745
gesture1,Hello,0,0,0,0,0,6336,-324,18748,-336,7648,2144
gesture1,Hello,0,0,0,0,0,5840,-520,19536,-831,6467,1566
gesture1,Hello,0,0,0,0,0,5376,-548,20348,-1385,5019,978
gesture1,Hello,0,0,0,0,0,4884,-684,20904,-2175,3393,317
gesture1,Hello,0,0,0,0,0,4788,-700,21092,-2935,1600,-453
gesture1,Hello,0,0,0,0,0,4352,-568,21384,-3711,-345,-1287
gesture1,Hello,0,0,0,0,0,4956,-840,21128,-4097,-2225,-2103
gesture1,Hello,0,0,0,0,0,4996,-1164,21012,-4324,-4178,-3056
gesture1,Hello,0,0,0,0,0,5148,-1152,20716,-4281,-6288,-3912
gesture1,Hello,0,0,0,0,0,5392,-1408,20112,-4025,-8277,-4684
gesture1,Hello,0,0,0,0,0,5792,-1340,19520,-3597,-10200,-5410
gesture1,Hello,0,0,0,0,0,6340,-1200,18732,-3314,-11861,-6004
gesture1,Hello,0,0,0,0,0,6972,-1076,18100,-3074,-13309,-6480
gesture1,Hello,0,0,0,0,0,7196,-696,17552,-2982,-14515,-6830
gesture1,Hello,0,0,0,0,0,7256,-104,16916,-3104,-15710,-7193
gesture1,Hello,0,0,0,0,0,7592,424,16068,-3433,-16727,-7533
gesture1,Hello,0,0,0,0,0,7912,764,15364,-3921,-17536,-7850
gesture1,Hello,0,0,0,0,0,8476,1036,14420,-4430,-18152,-8168
gesture1,Hello,0,0,0,0,0,9336,1052,13504,-4851,-18621,-8435
gesture1,Hello,0,0,0,0,0,10288,936,12888,-5197,-18712,-8751
gesture1,Hello,0,0,0,0,0,10856,832,11932,-5393,-18545,-9033
gesture1,Hello,0,0,0,0,0,11116,688,11168,-5593,-18276,-9252
gesture1,Hello,0,0,0,0,0,11324,920,10564,-5763,-17926,-9454
gesture1,Hello,0,0,0,0,0,11604,1120,9920,-5903,-17452,-9550
gesture1,Hello,0,0,0,0,0,12004,1336,9168,-6123,-16913,-9716
gesture1,Hello,0,0,0,0,0,12496,1452,8528,-6229,-16248,-9885
gesture1,Hello,0,0,0,0,0,13100,1660,8200,-6155,-15485,-10065
gesture1,Hello,0,0,0,0,0,13796,1872,7528,-5755,-14618,-10098
gesture1,Hello,0,0,0,0,0,14196,2060,6988,-5309,-13661,-10006
gesture1,Hello,0,0,0,0,0,14464,2128,6500,-4901,-12695,-9882
gesture1,Hello,0,0,0,0,0,14516,2584,6160,-4467,-11860,-9595
gesture1,Hello,0,0,0,0,0,14504,3128,5636,-4032,-10967,-9270
gesture1,Hello,0,0,0,0,0,14804,3548,5204,-3692,-10145,-8876
gesture1,Hello,0,0,0,0,0,15056,4068,4856,-3500,-9239,-8543
gesture1,Hello,0,0,0,0,0,15416,4260,4516,-3413,-8317,-8234
gesture1,Hello,0,0,0,0,0,15516,4380,4336,-3170,-7414,-7892
gesture1,Hello,0,0,0,0,0,15624,4568,4352,-2948,-6485,-7543
gesture1,Hello,0,0,0,0,0,16004,4644,4068,-2694,-5630,-7138
gesture1,Hello,0,0,0,0,0,16120,4924,4252,-2411,-4826,-6598
gesture1,Hello,0,0,0,0,0,16052,5232,4100,-2385,-4004,-5924
gesture1,Hello,0,0,0,0,0,16324,5476,4024,-2528,-3335,-5240
gesture1,Hello,0,0,0,0,0,16352,5580,3960,-2712,-2714,-4740
gesture1,Hello,0,0,0,0,0,16312,5568,4028,-2775,-2169,-4419
gesture1,Hello,0,0,0,0,0,16432,5364,3976,-2563,-1682,-4211
gesture1,Hello,0,0,0,0,0,16548,5052,3836,-2271,-1232,-3894
gesture1,Hello,0,0,0,0,0,16760,4860,4160,-1897,-773,-3474
gesture1,Hello,0,0,0,0,0,16908,4808,4148,-1412,-419,-2908
gesture1,Hello,0,0,0,0,0,17024,4956,4356,-882,-65,-2294
gesture1,Hello,0,0,0,0,0,17040,5040,4424,-407,223,-1773
gesture1,Hello,0,0,0,0,0,17108,5276,4456,-146,480,-1287
gesture1,Hello,0,0,0,0,0,17100,5232,4672,211,736,-902
gesture1,Hello,0,0,0,0,0,17348,5076,4848,421,956,-446
gesture1,Hello,0,0,0,0,0,17376,5296,5184,615,1031,95
gesture1,Hello,0,0,0,0,0,17328,5392,5272,868,1149,694
gesture1,Hello,0,0,0,0,0,17372,5544,5096,1187,1221,1155
gesture1,Hello,0,0,0,0,0,17408,5568,5216,1465,1347,1618
gesture1,Hello,0,0,0,0,0,17500,5488,5064,1745,1541,2078
gesture1,Hello,0,0,0,0,0,17368,5456,5416,2084,1805,2582
gesture1,Hello,0,0,0,0,0,17268,5400,5136,2314,2168,3198
gesture1,Hello,0,0,0,0,0,17192,5272,5232,2501,2608,3739
gesture1,Hello,0,0,0,0,0,17020,5276,5420,2579,3102,4203
gesture1,Hello,0,0,0,0,0,16888,5220,5372,2730,3658,4559
gesture1,Hello,0,0,0,0,0,16432,4976,5160,2942,4155,4907
gesture1,Hello,0,0,0,0,0,16276,4680,4748,3295,4759,5112
gesture1,Hello,0,0,0,0,0,16196,4520,4560,3987,5508,5295
gesture1,Hello,0,0,0,0,0,16100,4168,5264,4799,6376,5527
gesture1,Hello,0,0,0,0,0,16476,3996,5656,5485,7263,5809
gesture1,Hello,0,0,0,0,0,16476,4048,6104,5806,8114,6259
gesture1,Hello,0,0,0,0,0,16264,4420,6520,5516,8923,6723
gesture1,Hello,0,0,0,0,0,15736,4848,6720,4872,9577,7077
gesture1,Hello,0,0,0,0,0,15248,5204,6784,4120,10069,7138
gesture1,Hello,0,0,0,0,0,14868,5320,7256,3328,10443,7073
gesture1,Hello,0,0,0,0,0,14684,4868,7548,2623,10679,7040
gesture1,Hello,0,0,0,0,0,14380,4488,7944,2216,10777,7102
gesture1,Hello,0,0,0,0,0,14320,3656,8472,2064,10886,7326
gesture1,Hello,0,0,0,0,0,14140,3236,8860,2152,10867,7606
gesture1,Hello,0,0,0,0,0,13752,2916,9300,2450,10770,7992
gesture1,Hello,0,0,0,0,0,13456,2892,9544,2722,10622,8386
gesture1,Hello,0,0,0,0,0,13116,2876,9724,2937,10407,8670
gesture1,Hello,0,0,0,0,0,12756,2988,10176,3047,10192,8801
gesture1,Hello,0,0,0,0,0,12696,2848,10340,3141,9972,8719
